@context
jams.components.core.TemporalContext	TimeLoop	17744
@ancestors
@filters
@attributes
ID	precip_5	tmean_5	etref_5	etact_5	Runoff_5	
@types
JAMSLong	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	
@data
@start
1970-10-02 00:00	0.346410	11.637266	2.764922	0.905089	0.000000	
1970-10-03 00:00	0.817757	7.148886	2.347031	0.800571	0.000000	
1970-10-04 00:00	0.000000	7.302235	2.577694	0.767913	0.000000	
1970-10-05 00:00	0.000000	10.992606	2.656620	0.818764	0.000000	
1970-10-06 00:00	0.572727	10.064016	1.259366	0.663034	0.000000	
1970-10-07 00:00	3.878952	13.563552	2.727673	1.375129	0.000000	
1970-10-08 00:00	70.481589	11.802126	0.919640	0.742476	0.000000	
1970-10-09 00:00	21.820410	11.386598	0.730934	0.589326	0.000000	
1970-10-10 00:00	0.184463	15.881761	2.015784	1.595915	0.000000	
1970-10-11 00:00	0.000000	14.332779	2.814327	2.114326	0.000000	
1970-10-12 00:00	0.000000	11.289401	1.088273	0.811562	0.000000	
1970-10-13 00:00	0.000000	11.451755	1.990852	1.487485	0.000000	
1970-10-14 00:00	0.000000	9.907687	1.939228	1.435954	0.000000	
1970-10-15 00:00	0.922074	9.741392	1.526390	1.192363	0.000000	
1970-10-16 00:00	0.000000	9.410324	1.946038	1.438206	0.000000	
1970-10-17 00:00	0.000000	6.940975	2.019346	1.480507	0.000000	
1970-10-18 00:00	0.000000	7.134749	2.023729	1.474138	0.000000	
1970-10-19 00:00	1.184725	8.162372	2.203177	1.630368	0.000000	
1970-10-20 00:00	4.943860	3.567659	0.976446	0.780451	0.000000	
1970-10-21 00:00	0.061999	1.141071	1.290244	1.001456	0.000000	
1970-10-22 00:00	0.029769	2.366643	1.706528	1.248429	0.000000	
1970-10-23 00:00	0.000000	3.274663	1.813671	1.296772	0.000000	
1970-10-24 00:00	0.000000	2.971859	1.831478	1.298263	0.000000	
1970-10-25 00:00	0.000000	3.455096	1.354694	0.957829	0.000000	
1970-10-26 00:00	0.000000	5.123148	1.091896	0.771975	0.000000	
1970-10-27 00:00	0.000000	6.446433	1.621773	1.135134	0.000000	
1970-10-28 00:00	0.000000	5.528906	1.439728	0.995315	0.000000	
1970-10-29 00:00	0.000000	6.142810	1.776625	1.223455	0.000000	
1970-10-30 00:00	0.000000	6.551168	1.671687	1.138249	0.000000	
1970-10-31 00:00	0.000000	5.177199	1.721194	1.154141	0.000000	
1970-11-01 00:00	0.000000	7.280330	2.172111	1.328089	0.000000	
1970-11-02 00:00	0.000000	12.295900	2.522302	1.500362	0.000000	
1970-11-03 00:00	0.000000	13.353102	2.909854	1.704599	0.000000	
1970-11-04 00:00	0.000000	10.829446	2.093731	1.185074	0.000000	
1970-11-05 00:00	0.168103	9.208320	2.085685	1.174732	0.000000	
1970-11-06 00:00	0.000000	7.026421	1.833027	1.008332	0.000000	
1970-11-07 00:00	0.378474	5.672217	0.601257	0.412764	0.000000	
1970-11-08 00:00	0.000233	8.149742	1.087736	0.618746	0.000000	
1970-11-09 00:00	0.038469	7.183222	1.549252	0.834771	0.000000	
1970-11-10 00:00	0.000000	5.408045	1.652088	0.867639	0.000000	
1970-11-11 00:00	0.000000	3.495615	1.239881	0.663317	0.000000	
1970-11-12 00:00	22.481101	6.395036	1.690761	1.263077	0.000000	
1970-11-13 00:00	40.100110	7.020541	0.634980	0.476669	0.000000	
1970-11-14 00:00	2.253470	4.591440	0.659772	0.493527	0.000000	
1970-11-15 00:00	0.557221	0.851109	1.072246	0.791771	0.000000	
1970-11-16 00:00	0.001859	-0.347096	0.937614	0.682566	0.000000	
1970-11-17 00:00	0.566920	2.710598	0.352430	0.260024	0.000000	
1970-11-18 00:00	37.922494	8.689912	0.789635	0.598641	0.000000	
1970-11-19 00:00	11.728873	7.659356	0.648019	0.485851	0.000000	
1970-11-20 00:00	15.754298	4.481044	1.009349	0.761340	0.000000	
1970-11-21 00:00	5.637170	3.969638	0.696609	0.516426	0.000000	
1970-11-22 00:00	0.103727	2.220557	1.018367	0.754393	0.000000	
1970-11-23 00:00	0.000000	2.380889	1.002588	0.760389	0.000000	
1970-11-24 00:00	0.000000	2.771197	1.207675	0.906476	0.000000	
1970-11-25 00:00	0.000000	1.974444	1.180357	0.888357	0.000000	
1970-11-26 00:00	0.000000	2.687496	1.072570	0.807304	0.000000	
1970-11-27 00:00	0.000000	2.922967	1.062952	0.800364	0.000000	
1970-11-28 00:00	0.000000	3.458199	0.265308	0.201583	0.000000	
1970-11-29 00:00	17.977527	8.363645	0.840562	0.643779	0.000000	
1970-11-30 00:00	2.384952	4.741733	0.723360	0.541517	0.000000	
1970-12-01 00:00	0.316732	2.200501	0.699002	0.522918	0.000000	
1970-12-02 00:00	0.198417	2.971049	1.052897	0.781889	0.000000	
1970-12-03 00:00	0.730111	4.410811	1.152148	0.858324	0.000000	
1970-12-04 00:00	0.000000	6.555176	0.895448	0.659316	0.000000	
1970-12-05 00:00	0.000000	5.066102	1.204798	0.898480	0.000000	
1970-12-06 00:00	0.410087	2.173664	1.042357	0.782471	0.000000	
1970-12-07 00:00	7.412503	0.363693	0.339755	0.256532	0.000000	
1970-12-08 00:00	0.881032	0.852612	0.585358	0.444011	0.000000	
1970-12-09 00:00	0.000000	1.256184	0.717670	0.542129	0.000000	
1970-12-10 00:00	0.000000	0.796155	0.907320	0.683605	0.000000	
1970-12-11 00:00	0.005076	0.132670	0.783902	0.590080	0.000000	
1970-12-12 00:00	0.363748	-0.219555	0.504340	0.380299	0.000000	
1970-12-13 00:00	9.975738	0.466073	0.256323	0.194778	0.000000	
1970-12-14 00:00	0.000000	1.521552	0.810947	0.611109	0.000000	
1970-12-15 00:00	0.000000	0.400461	0.955574	0.708563	0.000000	
1970-12-16 00:00	0.000000	-1.254681	0.764187	0.575191	0.000000	
1970-12-17 00:00	0.000000	-2.240176	0.870023	0.653825	0.000000	
1970-12-18 00:00	0.000000	-0.834677	0.967018	0.749527	0.000000	
1970-12-19 00:00	0.000000	-3.891147	0.665264	0.504781	0.000000	
1970-12-20 00:00	0.000000	-4.381371	0.698648	0.526315	0.000000	
1970-12-21 00:00	0.000000	-2.214457	1.140381	0.849297	0.000000	
